timestamp,id,data
0.960000,0x200,67 A8 04 00 00 00 00 00
0.980000,0x100,27 00 1E 00 00 00 00 00
0.980000,0x101,00 00 00 00 00 00 00 00
0.980000,0x102,00 00 00 00 00 00 00 00
0.980000,0x200,68 AC 04 00 00 00 00 00
1.000000,0x100,28 00 1E 00 00 00 00 00
1.000000,0x101,00 00 00 00 00 00 00 00
1.000000,0x102,00 00 00 00 00 00 00 00
1.000000,0x200,68 B0 04 00 00 00 00 00
1.020000,0x100,29 00 1E 00 00 00 00 00
1.020000,0x101,00 00 00 00 00 00 00 00
1.020000,0x102,00 00 00 00 00 00 00 00
1.020000,0x200,68 B4 04 00 00 00 00 00
1.040000,0x100,2A 00 1E 00 00 00 00 00
1.040000,0x101,00 00 00 00 00 00 00 00
1.040000,0x102,00 00 00 00 00 00 00 00
1.040000,0x200,68 B8 04 00 00 00 00 00
1.060000,0x100,2A 00 1E 00 00 00 00 00
1.060000,0x101,00 00 00 00 00 00 00 00
1.060000,0x102,00 00 00 00 00 00 00 00
1.060000,0x200,68 BC 04 00 00 00 00 00
1.080000,0x100,2B 00 1E 00 00 00 00 00
1.080000,0x101,00 00 00 00 00 00 00 00
1.080000,0x102,00 00 00 00 00 00 00 00
1.080000,0x200,68 C0 04 00 00 00 00 00
1.100000,0x100,2C 00 1E 00 00 00 00 00
1.100000,0x101,00 00 00 00 00 00 00 00
1.100000,0x102,00 00 00 00 00 00 00 00
1.100000,0x200,68 C4 04 00 00 00 00 00
1.120000,0x100,2D 00 1E 00 00 00 00 00
1.120000,0x101,00 00 00 00 00 00 00 00
1.120000,0x102,00 00 00 00 00 00 00 00
1.120000,0x200,68 C8 04 00 00 00 00 00
1.140000,0x100,2E 00 1E 00 00 00 00 00
1.140000,0x101,00 00 00 00 00 00 00 00
1.140000,0x102,00 00 00 00 00 00 00 00
1.140000,0x200,68 CC 04 00 00 00 00 00
1.160000,0x100,2E 00 1E 00 00 00 00 00
1.160000,0x101,00 00 00 00 00 00 00 00
1.160000,0x102,00 00 00 00 00 00 00 00
1.160000,0x200,68 D0 04 00 00 00 00 00
1.180000,0x100,2F 00 1E 00 00 00 00 00
1.180000,0x101,00 00 00 00 00 00 00 00
1.180000,0x102,00 00 00 00 00 00 00 00
1.180000,0x200,68 D4 04 00 00 00 00 00
1.200000,0x100,30 00 1E 00 00 00 00 00
1.200000,0x101,00 00 00 00 00 00 00 00
1.200000,0x102,00 00 00 00 00 00 00 00
1.200000,0x200,68 D8 04 00 00 00 00 00
1.220000,0x100,31 00 1E 00 00 00 00 00
1.220000,0x101,00 00 00 00 00 00 00 00
1.220000,0x102,00 00 00 00 00 00 00 00
1.220000,0x200,68 DC 04 00 00 00 00 00
1.240000,0x100,32 00 1E 00 00 00 00 00
1.240000,0x101,00 00 00 00 00 00 00 00
1.240000,0x102,00 00 00 00 00 00 00 00
1.240000,0x200,68 E0 04 00 00 00 00 00
1.260000,0x100,32 00 1E 00 00 00 00 00
1.260000,0x101,00 00 00 00 00 00 00 00
1.260000,0x102,00 00 00 00 00 00 00 00
1.260000,0x200,69 E4 04 00 00 00 00 00
1.280000,0x100,33 00 1E 00 00 00 00 00
1.280000,0x101,00 00 00 00 00 00 00 00
1.280000,0x102,00 00 00 00 00 00 00 00
1.280000,0x200,69 E8 04 00 00 00 00 00
1.300000,0x100,34 00 1E 00 00 00 00 00
1.300000,0x101,00 00 00 00 00 00 00 00
1.300000,0x102,00 00 00 00 00 00 00 00
1.300000,0x200,69 EC 04 00 00 00 00 00
1.320000,0x100,35 00 1E 00 00 00 00 00
1.320000,0x101,00 00 00 00 00 00 00 00
1.320000,0x102,00 00 00 00 00 00 00 00
1.320000,0x200,69 F0 04 00 00 00 00 00
1.340000,0x100,36 00 1E 00 00 00 00 00
1.340000,0x101,00 00 00 00 00 00 00 00
1.340000,0x102,00 00 00 00 00 00 00 00
1.340000,0x200,69 F4 04 00 00 00 00 00
1.360000,0x100,36 00 1E 00 00 00 00 00
1.360000,0x101,00 00 00 00 00 00 00 00
1.360000,0x102,00 00 00 00 00 00 00 00
1.360000,0x200,69 F8 04 00 00 00 00 00
1.380000,0x100,37 00 1E 00 00 00 00 00
1.380000,0x101,00 00 00 00 00 00 00 00
1.380000,0x102,00 00 00 00 00 00 00 00
1.380000,0x200,69 FC 04 00 00 00 00 00
1.400000,0x100,38 00 1E 00 00 00 00 00
1.400000,0x101,00 00 00 00 00 00 00 00
1.400000,0x102,00 00 00 00 00 00 00 00
1.400000,0x200,69 00 05 00 00 00 00 00
1.420000,0x100,39 00 1E 00 00 00 00 00
1.420000,0x101,00 00 00 00 00 00 00 00
1.420000,0x102,00 00 00 00 00 00 00 00
1.420000,0x200,69 04 05 00 00 00 00 00
1.440000,0x100,3A 00 1E 00 00 00 00 00
1.440000,0x101,00 00 00 00 00 00 00 00
1.440000,0x102,00 00 00 00 00 00 00 00
1.440000,0x200,69 08 05 00 00 00 00 00
1.460000,0x100,3A 00 1E 00 00 00 00 00
1.460000,0x101,00 00 00 00 00 00 00 00
1.460000,0x102,00 00 00 00 00 00 00 00
1.460000,0x200,69 0C 05 00 00 00 00 00
1.480000,0x100,3B 00 1E 00 00 00 00 00
1.480000,0x101,00 00 00 00 00 00 00 00
1.480000,0x102,00 00 00 00 00 00 00 00
1.480000,0x200,69 10 05 00 00 00 00 00
1.500000,0x100,3C 00 1E 00 00 00 00 00
1.500000,0x101,00 00 00 00 00 00 00 00
1.500000,0x102,00 00 00 00 00 00 00 00
1.500000,0x200,69 14 05 00 00 00 00 00
1.520000,0x100,3D 00 1E 00 00 00 00 00
1.520000,0x101,00 00 00 00 00 00 00 00
1.520000,0x102,00 00 00 00 00 00 00 00
1.520000,0x200,69 18 05 00 00 00 00 00
1.540000,0x100,3E 00 1E 00 00 00 00 00
1.540000,0x101,00 00 00 00 00 00 00 00
1.540000,0x102,00 00 00 00 00 00 00 00
1.540000,0x200,6A 1C 05 00 00 00 00 00
1.560000,0x100,3E 00 1E 00 00 00 00 00
1.560000,0x101,00 00 00 00 00 00 00 00
1.560000,0x102,00 00 00 00 00 00 00 00
1.560000,0x200,6A 20 05 00 00 00 00 00
1.580000,0x100,3F 00 1E 00 00 00 00 00
1.580000,0x101,00 00 00 00 00 00 00 00
1.580000,0x102,00 00 00 00 00 00 00 00
1.580000,0x200,6A 24 05 00 00 00 00 00
1.600000,0x100,40 00 1E 00 00 00 00 00
1.600000,0x101,00 00 00 00 00 00 00 00
1.600000,0x102,00 00 00 00 00 00 00 00
1.600000,0x200,6A 28 05 00 00 00 00 00
1.620000,0x100,41 00 1E 00 00 00 00 00
1.620000,0x101,00 00 00 00 00 00 00 00
1.620000,0x102,00 00 00 00 00 00 00 00
1.620000,0x200,6A 2C 05 00 00 00 00 00
1.640000,0x100,42 00 1E 00 00 00 00 00
1.640000,0x101,00 00 00 00 00 00 00 00
1.640000,0x102,00 00 00 00 00 00 00 00
1.640000,0x200,6A 30 05 00 00 00 00 00
1.660000,0x100,42 00 1E 00 00 00 00 00
1.660000,0x101,00 00 00 00 00 00 00 00
1.660000,0x102,00 00 00 00 00 00 00 00
1.660000,0x200,6A 34 05 00 00 00 00 00
1.680000,0x100,43 00 1E 00 00 00 00 00
1.680000,0x101,00 00 00 00 00 00 00 00
1.680000,0x102,00 00 00 00 00 00 00 00
1.680000,0x200,6A 38 05 00 00 00 00 00
1.700000,0x100,44 00 1E 00 00 00 00 00
1.700000,0x101,00 00 00 00 00 00 00 00
1.700000,0x102,00 00 00 00 00 00 00 00
1.700000,0x200,6A 3C 05 00 00 00 00 00
1.720000,0x100,45 00 1E 00 00 00 00 00
1.720000,0x101,00 00 00 00 00 00 00 00
1.720000,0x102,00 00 00 00 00 00 00 00
1.720000,0x200,6A 40 05 00 00 00 00 00
1.740000,0x100,46 00 1E 00 00 00 00 00
1.740000,0x101,00 00 00 00 00 00 00 00
1.740000,0x102,00 00 00 00 00 00 00 00
1.740000,0x200,6A 44 05 00 00 00 00 00
1.760000,0x100,46 00 1E 00 00 00 00 00
1.760000,0x101,00 00 00 00 00 00 00 00
1.760000,0x102,00 00 00 00 00 00 00 00
1.760000,0x200,6A 48 05 00 00 00 00 00
1.780000,0x100,47 00 1E 00 00 00 00 00
1.780000,0x101,00 00 00 00 00 00 00 00
1.780000,0x102,00 00 00 00 00 00 00 00
1.780000,0x200,6A 4C 05 00 00 00 00 00
1.800000,0x100,48 00 1E 00 00 00 00 00
1.800000,0x101,00 00 00 00 00 00 00 00
1.800000,0x102,00 00 00 00 00 00 00 00
1.800000,0x200,6A 50 05 00 00 00 00 00
1.820000,0x100,49 00 1E 00 00 00 00 00
1.820000,0x101,00 00 00 00 00 00 00 00
1.820000,0x102,00 00 00 00 00 00 00 00
1.820000,0x200,6B 54 05 00 00 00 00 00
1.840000,0x100,4A 00 1E 00 00 00 00 00
1.840000,0x101,00 00 00 00 00 00 00 00
1.840000,0x102,00 00 00 00 00 00 00 00
1.840000,0x200,6B 58 05 00 00 00 00 00
1.860000,0x100,4A 00 1E 00 00 00 00 00
1.860000,0x101,00 00 00 00 00 00 00 00
1.860000,0x102,00 00 00 00 00 00 00 00
1.860000,0x200,6B 5C 05 00 00 00 00 00
1.880000,0x100,4B 00 1E 00 00 00 00 00
1.880000,0x101,00 00 00 00 00 00 00 00
1.880000,0x102,00 00 00 00 00 00 00 00
1.880000,0x200,6B 60 05 00 00 00 00 00
1.900000,0x100,4C 00 1E 00 00 00 00 00
1.900000,0x101,00 00 00 00 00 00 00 00
1.900000,0x102,00 00 00 00 00 00 00 00
1.900000,0x200,6B 64 05 00 00 00 00 00
1.920000,0x100,4D 00 1E 00 00 00 00 00
1.920000,0x101,00 00 00 00 00 00 00 00
1.920000,0x102,00 00 00 00 00 00 00 00
1.920000,0x200,6B 68 05 00 00 00 00 00
1.940000,0x100,4E 00 1E 00 00 00 00 00
1.940000,0x101,00 00 00 00 00 00 00 00
1.940000,0x102,00 00 00 00 00 00 00 00
1.940000,0x200,6B 6C 05 00 00 00 00 00
1.960000,0x100,4E 00 1E 00 00 00 00 00
1.960000,0x101,00 00 00 00 00 00 00 00
1.960000,0x102,00 00 00 00 00 00 00 00
1.960000,0x200,6B 70 05 00 00 00 00 00
1.980000,0x100,4F 00 1E 00 00 00 00 00
1.980000,0x101,00 00 00 00 00 00 00 00
1.980000,0x102,00 00 00 00 00 00 00 00
1.980000,0x200,6B 74 05 00 00 00 00 00
2.000000,0x100,50 00 1E 00 00 00 00 00
2.000000,0x101,00 00 00 00 00 00 00 00
2.000000,0x102,00 00 00 00 00 00 00 00
2.000000,0x200,6B 78 05 00 00 00 00 00
2.020000,0x100,51 00 1E 00 00 00 00 00
2.020000,0x101,00 00 00 00 00 00 00 00
2.020000,0x102,00 00 00 00 00 00 00 00
2.020000,0x200,6B 7C 05 00 00 00 00 00
2.040000,0x100,52 00 1E 00 00 00 00 00
2.040000,0x101,00 00 00 00 00 00 00 00
2.040000,0x102,00 00 00 00 00 00 00 00
2.040000,0x200,6B 80 05 00 00 00 00 00
2.060000,0x100,52 00 1E 00 00 00 00 00
2.060000,0x101,00 00 00 00 00 00 00 00
2.060000,0x102,00 00 00 00 00 00 00 00
2.060000,0x200,6B 84 05 00 00 00 00 00
2.080000,0x100,53 00 1E 00 00 00 00 00
2.080000,0x101,00 00 00 00 00 00 00 00
2.080000,0x102,00 00 00 00 00 00 00 00
2.080000,0x200,6C 88 05 00 00 00 00 00
2.100000,0x100,54 00 1E 00 00 00 00 00
2.100000,0x101,00 00 00 00 00 00 00 00
2.100000,0x102,00 00 00 00 00 00 00 00
2.100000,0x200,6C 8C 05 00 00 00 00 00
2.120000,0x100,55 00 1E 00 00 00 00 00
2.120000,0x101,00 00 00 00 00 00 00 00
2.120000,0x102,00 00 00 00 00 00 00 00
2.120000,0x200,6C 90 05 00 00 00 00 00
2.140000,0x100,56 00 1E 00 00 00 00 00
2.140000,0x101,00 00 00 00 00 00 00 00
2.140000,0x102,00 00 00 00 00 00 00 00
2.140000,0x200,6C 94 05 00 00 00 00 00
2.160000,0x100,56 00 1E 00 00 00 00 00
2.160000,0x101,00 00 00 00 00 00 00 00
2.160000,0x102,00 00 00 00 00 00 00 00
2.160000,0x200,6C 98 05 00 00 00 00 00
2.180000,0x100,57 00 1E 00 00 00 00 00
2.180000,0x101,00 00 00 00 00 00 00 00
2.180000,0x102,00 00 00 00 00 00 00 00
2.180000,0x200,6C 9C 05 00 00 00 00 00
2.200000,0x100,58 00 1E 00 00 00 00 00
2.200000,0x101,00 00 00 00 00 00 00 00
2.200000,0x102,00 00 00 00 00 00 00 00
2.200000,0x200,6C A0 05 00 00 00 00 00
2.220000,0x100,59 00 1E 00 00 00 00 00
2.220000,0x101,00 00 00 00 00 00 00 00
2.220000,0x102,00 00 00 00 00 00 00 00
2.220000,0x200,6C A4 05 00 00 00 00 00
2.240000,0x100,5A 00 1E 00 00 00 00 00
2.240000,0x101,00 00 00 00 00 00 00 00
2.240000,0x102,00 00 00 00 00 00 00 00
2.240000,0x200,6C A8 05 00 00 00 00 00
2.260000,0x100,5A 00 1E 00 00 00 00 00
2.260000,0x101,00 00 00 00 00 00 00 00
2.260000,0x102,00 00 00 00 00 00 00 00
2.260000,0x200,6C AC 05 00 00 00 00 00
2.280000,0x100,5B 00 1E 00 00 00 00 00
2.280000,0x101,00 00 00 00 00 00 00 00
2.280000,0x102,00 00 00 00 00 00 00 00
2.280000,0x200,6C B0 05 00 00 00 00 00
2.300000,0x100,5C 00 1E 00 00 00 00 00
2.300000,0x101,00 00 00 00 00 00 00 00
2.300000,0x102,00 00 00 00 00 00 00 00
2.300000,0x200,6C B4 05 00 00 00 00 00
2.320000,0x100,5D 00 1E 00 00 00 00 00
2.320000,0x101,00 00 00 00 00 00 00 00
2.320000,0x102,00 00 00 00 00 00 00 00
2.320000,0x200,6C B8 05 00 00 00 00 00
2.340000,0x100,5E 00 1E 00 00 00 00 00
2.340000,0x101,00 00 00 00 00 00 00 00
2.340000,0x102,00 00 00 00 00 00 00 00
2.340000,0x200,6C BC 05 00 00 00 00 00
2.360000,0x100,5E 00 1E 00 00 00 00 00
2.360000,0x101,00 00 00 00 00 00 00 00
2.360000,0x102,00 00 00 00 00 00 00 00
2.360000,0x200,6D C0 05 00 00 00 00 00
2.380000,0x100,5F 00 1E 00 00 00 00 00
2.380000,0x101,00 00 00 00 00 00 00 00
2.380000,0x102,00 00 00 00 00 00 00 00
2.380000,0x200,6D C4 05 00 00 00 00 00
2.400000,0x100,60 00 1E 00 00 00 00 00
2.400000,0x101,00 00 00 00 00 00 00 00
2.400000,0x102,00 00 00 00 00 00 00 00
2.400000,0x200,6D C8 05 00 00 00 00 00
2.420000,0x100,61 00 1E 00 00 00 00 00
2.420000,0x101,00 00 00 00 00 00 00 00
2.420000,0x102,00 00 00 00 00 00 00 00
2.420000,0x200,6D CC 05 00 00 00 00 00
2.440000,0x100,62 00 1E 00 00 00 00 00
2.440000,0x101,00 00 00 00 00 00 00 00
2.440000,0x102,00 00 00 00 00 00 00 00
2.440000,0x200,6D D0 05 00 00 00 00 00
2.460000,0x100,62 00 1E 00 00 00 00 00
2.460000,0x101,00 00 00 00 00 00 00 00
2.460000,0x102,00 00 00 00 00 00 00 00
2.460000,0x200,6D D4 05 00 00 00 00 00
2.480000,0x100,63 00 1E 00 00 00 00 00
2.480000,0x101,00 00 00 00 00 00 00 00
2.480000,0x102,00 00 00 00 00 00 00 00
2.480000,0x200,6D D8 05 00 00 00 00 00
2.500000,0x100,64 00 1E 00 00 00 00 00
2.500000,0x101,00 00 00 00 00 00 00 00
2.500000,0x102,00 00 00 00 00 00 00 00
2.500000,0x200,6D DC 05 00 00 00 00 00
2.520000,0x100,65 00 1E 00 00 00 00 00
2.520000,0x101,00 00 00 00 00 00 00 00
2.520000,0x102,00 00 00 00 00 00 00 00
2.520000,0x200,6D E0 05 00 00 00 00 00
2.540000,0x100,66 00 1E 00 00 00 00 00
2.540000,0x101,00 00 00 00 00 00 00 00
2.540000,0x102,00 00 00 00 00 00 00 00
2.540000,0x200,6D E4 05 00 00 00 00 00
2.560000,0x100,66 00 1E 00 00 00 00 00
2.560000,0x101,00 00 00 00 00 00 00 00
2.560000,0x102,00 00 00 00 00 00 00 00
2.560000,0x200,6D E8 05 00 00 00 00 00
2.580000,0x100,67 00 1E 00 00 00 00 00
2.580000,0x101,00 00 00 00 00 00 00 00
2.580000,0x102,00 00 00 00 00 00 00 00
2.580000,0x200,6D EC 05 00 00 00 00 00
2.600000,0x100,68 00 1E 00 00 00 00 00
2.600000,0x101,00 00 00 00 00 00 00 00
2.600000,0x102,00 00 00 00 00 00 00 00
2.600000,0x200,6D F0 05 00 00 00 00 00
2.620000,0x100,69 00 1E 00 00 00 00 00
2.620000,0x101,00 00 00 00 00 00 00 00
2.620000,0x102,00 00 00 00 00 00 00 00
2.620000,0x200,6D F4 05 00 00 00 00 00
2.640000,0x100,6A 00 1E 00 00 00 00 00
2.640000,0x101,00 00 00 00 00 00 00 00
2.640000,0x102,00 00 00 00 00 00 00 00
2.640000,0x200,6E F8 05 00 00 00 00 00
2.660000,0x100,6A 00 1E 00 00 00 00 00
2.660000,0x101,00 00 00 00 00 00 00 00
2.660000,0x102,00 00 00 00 00 00 00 00
2.660000,0x200,6E FC 05 00 00 00 00 00
2.680000,0x100,6B 00 1E 00 00 00 00 00
2.680000,0x101,00 00 00 00 00 00 00 00
2.680000,0x102,00 00 00 00 00 00 00 00
2.680000,0x200,6E 00 06 00 00 00 00 00
2.700000,0x100,6C 00 1E 00 00 00 00 00
2.700000,0x101,00 00 00 00 00 00 00 00
2.700000,0x102,00 00 00 00 00 00 00 00
2.700000,0x200,6E 04 06 00 00 00 00 00
2.720000,0x100,6D 00 1E 00 00 00 00 00
2.720000,0x101,00 00 00 00 00 00 00 00
2.720000,0x102,00 00 00 00 00 00 00 00
